history_key,state,next_word
stairGBYBBdulseYYBYB,N/A,squad
stairGBYBBdulseYYBYBsquadGGGGG,GGGGG,OKAY
stairGBYBBdulseBGBYB,N/A,sumac
stairGBYBBdulseBGBYBsumacGGGGG,GGGGG,OKAY
stairGBYBGshearGBYYG,N/A,safer
stairGBYBGshearGBYYGsaferGGGGG,GGGGG,OKAY
stairGBYBGshearGBBYG,N/A,savor
stairGBYBGshearGBBYGsavorGGGGG,GGGGG,OKAY
stairGBYBGshearGBGGG,N/A,smear
stairGBYBGshearGBGGGsmearGGGGG,GGGGG,OKAY
stairGBYBGshearGBBGG,N/A,solar
stairGBYBGshearGBBGGsolarGGGGG,GGGGG,OKAY
stairGYYBBsauteGGBGB,N/A,salty
stairGYYBBsauteGGBGBsaltyGGGGG,GGGGG,OKAY
stairGYYBBsauteGYBYB,N/A,splat
stairGYYBBsauteGYBYBsplatGGGGG,GGGGG,OKAY
stairGYYBBsauteGYGYB,N/A,squat
stairGYYBBsauteGYGYBsquatGGGGG,GGGGG,OKAY
stairGYYBBsauteGYBYY,N/A,sweat
stairGYYBBsauteGYBYYsweatGGGGG,GGGGG,OKAY
stairGBGBBchelpYBBGB,N/A,scald
stairGBGBBchelpYBBGBscaldGGGGG,GGGGG,OKAY
stairGBGBBchelpYBYGB,N/A,scale
stairGBGBBchelpYBYGBscaleGGGGG,GGGGG,OKAY
stairGBGBBchelpYBBGG,N/A,scalp
stairGBGBBchelpYBBGGscalpGGGGG,GGGGG,OKAY
stairGBGBBchelpYBBBG,N/A,scamp
stairGBGBBchelpYBBBGscampGGGGG,GGGGG,OKAY
stairGBGBBchelpYGBBB,N/A,shack
stairGBGBBchelpYGBBBshackGGGGG,GGGGG,OKAY
stairGBGBBchelpBGYBB,N/A,shade
stairGBGBBchelpBGYBBshadeGGGGG,GGGGG,OKAY
stairGBGBBchelpBGBBB,N/A,shady
stairGBGBBchelpBGBBBshadyGGGGG,GGGGG,OKAY
stairGBGBBchelpBGYGB,N/A,shale
stairGBGBBchelpBGYGBshaleGGGGG,GGGGG,OKAY
stairGBGBBchelpBGBGB,N/A,shall
stairGBGBBchelpBGBGBshallGGGGG,GGGGG,OKAY
stairGBGBBchelpBGYBY,N/A,shape
stairGBGBBchelpBGYBYshapeGGGGG,GGGGG,OKAY
stairGBGBBchelpBGBYB,N/A,shawl
stairGBGBBchelpBGBYBshawlGGGGG,GGGGG,OKAY
stairGBGBBchelpYBBYB,N/A,slack
stairGBGBBchelpYBBYBslackGGGGG,GGGGG,OKAY
stairGBGBBchelpBBBYB,N/A,slang
stairGBGBBchelpBBBYBslangGGGGG,GGGGG,OKAY
stairGBGBBchelpBYBYB,N/A,slash
stairGBGBBchelpBYBYBslashGGGGG,GGGGG,OKAY
stairGBGBBchelpBBYYB,N/A,slave
stairGBGBBchelpBBYYBslaveGGGGG,GGGGG,OKAY
stairGBGBBchelpYBBBB,N/A,smack
stairGBGBBchelpYBBBBsmackGGGGG,GGGGG,OKAY
stairGBGBBchelpBBBGB,N/A,small
stairGBGBBchelpBBBGBsmallGGGGG,GGGGG,OKAY
stairGBGBBchelpBYBBB,N/A,smash
stairGBGBBchelpBYBBBsmashGGGGG,GGGGG,OKAY
stairGBGBBchelpBBYBB,N/A,snake
stairGBGBBchelpBBYBBsnakeGGGGG,GGGGG,OKAY
stairGBGBBchelpBBBBB,N/A,snaky
stairGBGBBchelpBBBBBsnakyGGGGG,GGGGG,OKAY
stairGBGBBchelpBBBBY,N/A,spank
stairGBGBBchelpBBBBYspankGGGGG,GGGGG,OKAY
stairGBGBBchelpYBYBY,N/A,space
stairGBGBBchelpYBYBYspaceGGGGG,GGGGG,OKAY
stairGBGBBchelpBBYBY,N/A,spade
stairGBGBBchelpBBYBYspadeGGGGG,GGGGG,OKAY
stairGBGBBchelpBBBBG,N/A,swamp
stairGBGBBchelpBBBBGswampGGGGG,GGGGG,OKAY
stairGYGBBshaltGBGBG,N/A,scant
stairGYGBBshaltGBGBGscantGGGGG,GGGGG,OKAY
stairGYGBBshaltGGGBG,N/A,shaft
stairGYGBBshaltGGGBGshaftGGGGG,GGGGG,OKAY
stairGYGBBshaltGBGBY,N/A,skate
stairGYGBBshaltGBGBYskateGGGGG,GGGGG,OKAY
stairGYGBBshaltGBGYG,N/A,slant
stairGYGBBshaltGBGYGslantGGGGG,GGGGG,OKAY
stairGYGBBshaltGBGYY,N/A,slate
stairGYGBBshaltGBGYYslateGGGGG,GGGGG,OKAY
stairGYGBBshaltGYGBY,N/A,swath
stairGYGBBshaltGYGBYswathGGGGG,GGGGG,OKAY
stairGBGBYshareGBGGG,N/A,scare
stairGBGBYshareGBGGGscareGGGGG,GGGGG,OKAY
stairGBGBYshareGBGGB,N/A,scarf
stairGBGBYshareGBGGBscarfGGGGG,GGGGG,OKAY
stairGBGBYshareGGGGB,N/A,shard
stairGBGBYshareGGGGBshardGGGGG,GGGGG,OKAY
stairGBBBBcloneYBBGG,N/A,scene
stairGBBBBcloneYBBGGsceneGGGGG,GGGGG,OKAY
stairGBBBBcloneYBGBB,N/A,scoff
stairGBBBBcloneYBGBBscoffGGGGG,GGGGG,OKAY
stairGBBBBcloneYYGBB,N/A,scold
stairGBBBBcloneYYGBBscoldGGGGG,GGGGG,OKAY
stairGBBBBcloneYBGGG,N/A,scone
stairGBBBBcloneYBGGGsconeGGGGG,GGGGG,OKAY
stairGBBBBcloneYBGBG,N/A,scope
stairGBBBBcloneYBGBGscopeGGGGG,GGGGG,OKAY
stairGBBBBcloneBBBBY,N/A,sheep
stairGBBBBcloneBBBBYsheepGGGGG,GGGGG,OKAY
stairGBBBBcloneBBBBG,N/A,segue
stairGBBBBcloneBBBBGsegueGGGGG,GGGGG,OKAY
stairGBBBBcloneBBBYY,N/A,semen
stairGBBBBcloneBBBYYsemenGGGGG,GGGGG,OKAY
stairGBBBBcloneBBBYG,N/A,sense
stairGBBBBcloneBBBYGsenseGGGGG,GGGGG,OKAY
stairGBBBBcloneBYBBY,N/A,shelf
stairGBBBBcloneBYBBYshelfGGGGG,GGGGG,OKAY
stairGBBBBcloneBBGGG,N/A,shone
stairGBBBBcloneBBGGGshoneGGGGG,GGGGG,OKAY
stairGBBBBcloneBBGBB,N/A,spook
stairGBBBBcloneBBGBBspookGGGGG,GGGGG,OKAY
stairGBBBBcloneBBGBG,N/A,smoke
stairGBBBBcloneBBGBGsmokeGGGGG,GGGGG,OKAY
stairGBBBBcloneBBGYB,N/A,shown
stairGBBBBcloneBBGYBshownGGGGG,GGGGG,OKAY
stairGBBBBcloneYBBBB,N/A,shuck
stairGBBBBcloneYBBBBshuckGGGGG,GGGGG,OKAY
stairGBBBBcloneBBBBB,N/A,shush
stairGBBBBcloneBBBBBshushGGGGG,GGGGG,OKAY
stairGBBBBcloneBYBBB,N/A,skulk
stairGBBBBcloneBYBBBskulkGGGGG,GGGGG,OKAY
stairGBBBBcloneBBBGB,N/A,skunk
stairGBBBBcloneBBBGBskunkGGGGG,GGGGG,OKAY
stairGBBBBcloneBGBBY,N/A,sleek
stairGBBBBcloneBGBBYsleekGGGGG,GGGGG,OKAY
stairGBBBBcloneBGGBB,N/A,sloop
stairGBBBBcloneBGGBBsloopGGGGG,GGGGG,OKAY
stairGBBBBcloneBGGBG,N/A,slope
stairGBBBBcloneBGGBGslopeGGGGG,GGGGG,OKAY
stairGBBBBcloneBGBBB,N/A,slump
stairGBBBBcloneBGBBBslumpGGGGG,GGGGG,OKAY
stairGBBBBcloneBGBGB,N/A,slung
stairGBBBBcloneBGBGBslungGGGGG,GGGGG,OKAY
stairGBBBBcloneYBBYB,N/A,snuck
stairGBBBBcloneYBBYBsnuckGGGGG,GGGGG,OKAY
stairGBBBBcloneBBBYB,N/A,snuff
stairGBBBBcloneBBBYBsnuffGGGGG,GGGGG,OKAY
stairGBBBBcloneBBYBB,N/A,soggy
stairGBBBBcloneBBYBBsoggyGGGGG,GGGGG,OKAY
stairGBBBBcloneBYYBG,N/A,solve
stairGBBBBcloneBYYBGsolveGGGGG,GGGGG,OKAY
stairGBBBBcloneBBYGB,N/A,sound
stairGBBBBcloneBBYGBsoundGGGGG,GGGGG,OKAY
stairGBBBBcloneYBBBY,N/A,speck
stairGBBBBcloneYBBBYspeckGGGGG,GGGGG,OKAY
stairGBBBBcloneBBBGY,N/A,spend
stairGBBBBcloneBBBGYspendGGGGG,GGGGG,OKAY
stairGBBBBcloneBYGBB,N/A,spool
stairGBBBBcloneBYGBBspoolGGGGG,GGGGG,OKAY
stairGBBBBcloneBBYYB,N/A,synod
stairGBBBBcloneBBYYBsynodGGGGG,GGGGG,OKAY
stairGYBBBalephBBGBB,N/A,scent
stairGYBBBalephBBGBBscentGGGGG,GGGGG,OKAY
stairGYBBBalephBBBBB,N/A,scout
stairGYBBBalephBBBBBscoutGGGGG,GGGGG,OKAY
stairGYBBBalephBBYYB,N/A,setup
stairGYBBBalephBBYYBsetupGGGGG,GGGGG,OKAY
stairGYBBBalephBBGBY,N/A,sheet
stairGYBBBalephBBGBYsheetGGGGG,GGGGG,OKAY
stairGYBBBalephBBBBY,N/A,shoot
stairGYBBBalephBBBBYshootGGGGG,GGGGG,OKAY
stairGYBBBalephBGGBB,N/A,sleet
stairGYBBBalephBGGBBsleetGGGGG,GGGGG,OKAY
stairGYBBBalephBGGGB,N/A,slept
stairGYBBBalephBGGGBsleptGGGGG,GGGGG,OKAY
stairGYBBBalephBGBBG,N/A,sloth
stairGYBBBalephBGBBGslothGGGGG,GGGGG,OKAY
stairGYBBBalephBYGBB,N/A,smelt
stairGYBBBalephBYGBBsmeltGGGGG,GGGGG,OKAY
stairGYBBBalephBBYBB,N/A,smote
stairGYBBBalephBBYBBsmoteGGGGG,GGGGG,OKAY
stairGYBBBalephBBBBG,N/A,sooth
stairGYBBBalephBBBBGsoothGGGGG,GGGGG,OKAY
stairGYBBBalephBYGYB,N/A,spelt
stairGYBBBalephBYGYBspeltGGGGG,GGGGG,OKAY
stairGYBBBalephBBGYB,N/A,spent
stairGYBBBalephBBGYBspentGGGGG,GGGGG,OKAY
stairGYBBBalephBBBYB,N/A,spout
stairGYBBBalephBBBYBspoutGGGGG,GGGGG,OKAY
stairGYBBBalephBBGGB,N/A,swept
stairGYBBBalephBBGGBsweptGGGGG,GGGGG,OKAY
stairGBBYBclineYBGYB,N/A,scion
stairGBBYBclineYBGYBscionGGGGG,GGGGG,OKAY
stairGBBYBclineBBGBG,N/A,seize
stairGBBYBclineBBGBGseizeGGGGG,GGGGG,OKAY
stairGBBYBclineBBGBY,N/A,shied
stairGBBYBclineBBGBYshiedGGGGG,GGGGG,OKAY
stairGBBYBclineBBGGG,N/A,shine
stairGBBYBclineBBGGGshineGGGGG,GGGGG,OKAY
stairGBBYBclineBBGGB,N/A,shiny
stairGBBYBclineBBGGBshinyGGGGG,GGGGG,OKAY
stairGBBYBclineBBYBG,N/A,siege
stairGBBYBclineBBYBGsiegeGGGGG,GGGGG,OKAY
stairGBBYBclineBYYBB,N/A,silky
stairGBBYBclineBYYBBsilkyGGGGG,GGGGG,OKAY
stairGBBYBclineYBYYG,N/A,since
stairGBBYBclineYBYYGsinceGGGGG,GGGGG,OKAY
stairGBBYBclineBBYYY,N/A,sinew
stairGBBYBclineBBYYYsinewGGGGG,GGGGG,OKAY
stairGBBYBclineBBYYG,N/A,singe
stairGBBYBclineBBYYGsingeGGGGG,GGGGG,OKAY
stairGBBYBclineBBYBB,N/A,sissy
stairGBBYBclineBBYBBsissyGGGGG,GGGGG,OKAY
stairGBBYBclineBBGBB,N/A,skiff
stairGBBYBclineBBGBBskiffGGGGG,GGGGG,OKAY
stairGBBYBclineBYGBB,N/A,skill
stairGBBYBclineBYGBBskillGGGGG,GGGGG,OKAY
stairGBBYBclineYGGBG,N/A,slice
stairGBBYBclineYGGBGsliceGGGGG,GGGGG,OKAY
stairGBBYBclineYGGBB,N/A,slick
stairGBBYBclineYGGBBslickGGGGG,GGGGG,OKAY
stairGBBYBclineBGGBG,N/A,slide
stairGBBYBclineBGGBGslideGGGGG,GGGGG,OKAY
stairGBBYBclineBGGBB,N/A,slimy
stairGBBYBclineBGGBBslimyGGGGG,GGGGG,OKAY
stairGBBYBclineBGGGB,N/A,sling
stairGBBYBclineBGGGBslingGGGGG,GGGGG,OKAY
stairGBBYBclineBYGBG,N/A,smile
stairGBBYBclineBYGBGsmileGGGGG,GGGGG,OKAY
stairGBBYBclineBBGYG,N/A,snide
stairGBBYBclineBBGYGsnideGGGGG,GGGGG,OKAY
stairGBBYBclineBBGYB,N/A,sniff
stairGBBYBclineBBGYBsniffGGGGG,GGGGG,OKAY
stairGBBYBclineYBGBG,N/A,spice
stairGBBYBclineYBGBGspiceGGGGG,GGGGG,OKAY
stairGBBYBclineYBGBB,N/A,spicy
stairGBBYBclineYBGBBspicyGGGGG,GGGGG,OKAY
stairGBBYBclineBYGBY,N/A,spiel
stairGBBYBclineBYGBYspielGGGGG,GGGGG,OKAY
stairGBBBYperchBYYYB,N/A,score
stairGBBBYperchBYYYBscoreGGGGG,GGGGG,OKAY
stairGBBBYperchBBYYB,N/A,scorn
stairGBBBYperchBBYYBscornGGGGG,GGGGG,OKAY
stairGBBBYperchBYGYB,N/A,scree
stairGBBBYperchBYGYBscreeGGGGG,GGGGG,OKAY
stairGBBBYperchBBGYB,N/A,scrub
stairGBBBYperchBBGYBscrubGGGGG,GGGGG,OKAY
stairGBBBYperchBGGBB,N/A,serum
stairGBBBYperchBGGBBserumGGGGG,GGGGG,OKAY
stairGBBBYperchBYYBY,N/A,shore
stairGBBBYperchBYYBYshoreGGGGG,GGGGG,OKAY
stairGBBBYperchBBYBY,N/A,shorn
stairGBBBYperchBBYBYshornGGGGG,GGGGG,OKAY
stairGBBBYperchBYGBY,N/A,shrew
stairGBBBYperchBYGBYshrewGGGGG,GGGGG,OKAY
stairGBBBYperchBBGBY,N/A,shrub
stairGBBBYperchBBGBYshrubGGGGG,GGGGG,OKAY
stairGBBBYperchYBYBB,N/A,slurp
stairGBBBYperchYBYBBslurpGGGGG,GGGGG,OKAY
stairGBBBYperchBYYBB,N/A,snore
stairGBBBYperchBYYBBsnoreGGGGG,GGGGG,OKAY
stairGBBBYperchBBGBB,N/A,sorry
stairGBBBYperchBBGBBsorryGGGGG,GGGGG,OKAY
stairGBBBYperchYYYBB,N/A,sperm
stairGBBBYperchYYYBBspermGGGGG,GGGGG,OKAY
stairGBBBYperchYYGBB,N/A,spree
stairGBBBYperchYYGBBspreeGGGGG,GGGGG,OKAY
stairGBBBYperchBYGBB,N/A,surge
stairGBBBYperchBYGBBsurgeGGGGG,GGGGG,OKAY
stairGBBBYperchBBYBB,N/A,sword
stairGBBBYperchBBYBBswordGGGGG,GGGGG,OKAY
stairGBBBYperchYBGBB,N/A,syrup
stairGBBBYperchYBGBBsyrupGGGGG,GGGGG,OKAY
stairGBBBGsewerGBBBG,N/A,scour
stairGBBBGsewerGBBBGscourGGGGG,GGGGG,OKAY
stairGBBBGsewerGGBGG,N/A,sever
stairGBBBGsewerGGBGGseverGGGGG,GGGGG,OKAY
stairGBBBGsewerGYBGG,N/A,sheer
stairGBBBGsewerGYBGGsheerGGGGG,GGGGG,OKAY
stairGBBBGsewerGBBGG,N/A,super
stairGBBBGsewerGBBGGsuperGGGGG,GGGGG,OKAY
stairGBBBGsewerGBGGG,N/A,sower
stairGBBBGsewerGBGGGsowerGGGGG,GGGGG,OKAY
stairGBYBYscramGGGGB,N/A,scrap
stairGBYBYscramGGGGBscrapGGGGG,GGGGG,OKAY
stairGBYBYscramGBGGB,N/A,spray
stairGBYBYscramGBGGBsprayGGGGG,GGGGG,OKAY
stairGBBGYserifGBGGB,N/A,sprig
stairGBBGYserifGBGGBsprigGGGGG,GGGGG,OKAY
stairGBBGBsolidGBBGB,N/A,sheik
stairGBBGBsolidGBBGBsheikGGGGG,GGGGG,OKAY
stairGBBGBsolidGGBGB,N/A,sonic
stairGBBGBsolidGGBGBsonicGGGGG,GGGGG,OKAY
stairGBBGBsolidGYYGB,N/A,spoil
stairGBBGBsolidGYYGBspoilGGGGG,GGGGG,OKAY
stairGYBYBsmithGBGYY,N/A,shift
stairGYBYBsmithGBGYYshiftGGGGG,GGGGG,OKAY
stairGYBYBsmithGBYYY,N/A,sight
stairGYBYBsmithGBYYYsightGGGGG,GGGGG,OKAY
stairGYBYBsmithGBYGG,N/A,sixth
stairGYBYBsmithGBYGGsixthGGGGG,GGGGG,OKAY
stairGYBYBsmithGBYGB,N/A,sixty
stairGYBYBsmithGBYGBsixtyGGGGG,GGGGG,OKAY
stairGYBYBsmithGGGGB,N/A,smite
stairGYBYBsmithGGGGBsmiteGGGGG,GGGGG,OKAY
stairGYBYBsmithGBGYB,N/A,spilt
stairGYBYBsmithGBGYBspiltGGGGG,GGGGG,OKAY
stairGYBYBsmithGBGGB,N/A,spite
stairGYBYBsmithGBGGBspiteGGGGG,GGGGG,OKAY
stairGBBYYshireGGGGB,N/A,shirk
stairGBBYYshireGGGGBshirkGGGGG,GGGGG,OKAY
stairGBBYYshireGBYYY,N/A,siren
stairGBBYYshireGBYYYsirenGGGGG,GGGGG,OKAY
stairGBBYYshireGBGGB,N/A,smirk
stairGBBYYshireGBGGBsmirkGGGGG,GGGGG,OKAY
stairGBBYYshireGBGGG,N/A,spire
stairGBBYYshireGBGGGspireGGGGG,GGGGG,OKAY
stairGYBYYshirtGBGGG,N/A,skirt
stairGYBYYshirtGBGGGskirtGGGGG,GGGGG,OKAY
stairGYBBYshortGBGGG,N/A,snort
stairGYBBYshortGBGGGsnortGGGGG,GGGGG,OKAY
stairGYBBYshortGBBGG,N/A,spurt
stairGYBBYshortGBBGGspurtGGGGG,GGGGG,OKAY
stairGBGGBslainGYGGY,N/A,snail
stairGBGGBslainGYGGYsnailGGGGG,GGGGG,OKAY
stairGGGBBstakeGGGYB,N/A,stack
stairGGGBBstakeGGGYBstackGGGGG,GGGGG,OKAY
stairGGGBBstakeGGGBB,N/A,staff
stairGGGBBstakeGGGBBstaffGGGGG,GGGGG,OKAY
stairGGGBBstakeGGGBG,N/A,stage
stairGGGBBstakeGGGBGstageGGGGG,GGGGG,OKAY
stairGGGGBstaidGGGGB,N/A,stain
stairGGGGBstaidGGGGBstainGGGGG,GGGGG,OKAY
stairGGGBYstareGGGGB,N/A,stark
stairGGGBYstareGGGGBstarkGGGGG,GGGGG,OKAY
stairGGYBBsteadGGGGB,N/A,steak
stairGGYBBsteadGGGGBsteakGGGGG,GGGGG,OKAY
stairGGBBBcanoeBBBBY,N/A,steed
stairGGBBBcanoeBBBBYsteedGGGGG,GGGGG,OKAY
stairGGBBBcanoeYBBYB,N/A,stock
stairGGBBBcanoeYBBYBstockGGGGG,GGGGG,OKAY
stairGGBBBcanoeBBBYG,N/A,stoke
stairGGBBBcanoeBBBYGstokeGGGGG,GGGGG,OKAY
stairGGBBBcanoeBBBYB,N/A,stomp
stairGGBBBcanoeBBBYBstompGGGGG,GGGGG,OKAY
stairGGBBBcanoeBBYYG,N/A,stone
stairGGBBBcanoeBBYYGstoneGGGGG,GGGGG,OKAY
stairGGBBBcanoeBBYYB,N/A,stony
stairGGBBBcanoeBBYYBstonyGGGGG,GGGGG,OKAY
stairGGBBBcanoeBBBGB,N/A,stood
stairGGBBBcanoeBBBGBstoodGGGGG,GGGGG,OKAY
stairGGBBBcanoeYBBBB,N/A,stuck
stairGGBBBcanoeYBBBBstuckGGGGG,GGGGG,OKAY
stairGGBBBcanoeBBBBB,N/A,study
stairGGBBBcanoeBBBBBstudyGGGGG,GGGGG,OKAY
stairGGBBBcanoeBBYBB,N/A,stung
stairGGBBBcanoeBBYBBstungGGGGG,GGGGG,OKAY
stairGGBBBcanoeBBBBG,N/A,style
stairGGBBBcanoeBBBBGstyleGGGGG,GGGGG,OKAY
stairGGBGBsteinGGBGB,N/A,stoic
stairGGBGBsteinGGBGBstoicGGGGG,GGGGG,OKAY
stairGGBBYsternGGYGB,N/A,store
stairGGBBYsternGGYGBstoreGGGGG,GGGGG,OKAY
stairGGBBYsternGGBGB,N/A,stork
stairGGBBYsternGGBGBstorkGGGGG,GGGGG,OKAY
stairGGBBYsternGGBYB,N/A,strut
stairGGBBYsternGGBYBstrutGGGGG,GGGGG,OKAY
stairGGBYBstinkGGGBG,N/A,stick
stairGGBYBstinkGGGBGstickGGGGG,GGGGG,OKAY
stairGGBYBstinkGGGBB,N/A,still
stairGGBYBstinkGGGBBstillGGGGG,GGGGG,OKAY
stairGGBYBstinkGGGGB,N/A,sting
stairGGBYBstinkGGGGBstingGGGGG,GGGGG,OKAY
stairGGYBYstrapGGGGB,N/A,straw
stairGGYBYstrapGGGGBstrawGGGGG,GGGGG,OKAY
stairBYGGYtrailGGGGB,N/A,train
stairBYGGYtrailGGGGBtrainGGGGG,GGGGG,OKAY
stairBYYYYtriadGGGGB,N/A,trial
stairBYYYYtriadGGGGBtrialGGGGG,GGGGG,OKAY
stairYYYYBvistaBYYYY,N/A,waist
stairYYYYBvistaBYYYYwaistGGGGG,GGGGG,OKAY
stairBBGBBaleckGBYBBadageGBGYG,N/A,agape
stairBBGBBaleckGBYBBadageGBGYGagapeGGGGG,GGGGG,OKAY
stairBBGBBaleckGBYBBadageGBGBG,N/A,amaze
stairBBGBBaleckGBYBBadageGBGBGamazeGGGGG,GGGGG,OKAY
stairBBGBBaleckYBYGBbeachBGGGB,N/A,peace
stairBBGBBaleckYBYGBbeachBGGGBpeaceGGGGG,GGGGG,OKAY
stairBBGBBaleckYBYGBbeachBGGGG,N/A,peach
stairBBGBBaleckYBYGBbeachBGGGGpeachGGGGG,GGGGG,OKAY
stairBBGBBaleckYBYBBheadyBGGGG,N/A,beady
stairBBGBBaleckYBYBBheadyBGGGGbeadyGGGGG,GGGGG,OKAY
stairBBGBBaleckYBYBBheadyBYGGB,N/A,evade
stairBBGBBaleckYBYBBheadyBYGGBevadeGGGGG,GGGGG,OKAY
stairBBGBBaleckYBYBBheadyGGGBB,N/A,heave
stairBBGBBaleckYBYBBheadyGGGBBheaveGGGGG,GGGGG,OKAY
stairBBGBBaleckYBYBBheadyGGGBG,N/A,heavy
stairBBGBBaleckYBYBBheadyGGGBGheavyGGGGG,GGGGG,OKAY
stairBBGBBaleckYBYBBheadyBGGBB,N/A,weave
stairBBGBBaleckYBYBBheadyBGGBBweaveGGGGG,GGGGG,OKAY
stairBBGBBaleckYGBGGblackBGGGG,N/A,clack
stairBBGBBaleckYGBGGblackBGGGGclackGGGGG,GGGGG,OKAY
stairBBGBBaleckYGYBBbladeGGGBG,N/A,blame
stairBBGBBaleckYGYBBbladeGGGBGblameGGGGG,GGGGG,OKAY
stairBBGBBaleckYGYBBbladeBGGBG,N/A,flame
stairBBGBBaleckYGYBBbladeBGGBGflameGGGGG,GGGGG,OKAY
stairBBGBBaleckYGYBBbladeBGGGG,N/A,glade
stairBBGBBaleckYGYBBbladeBGGGGgladeGGGGG,GGGGG,OKAY
stairBBGBBaleckYGBBBblandBGGGG,N/A,gland
stairBBGBBaleckYGBBBblandBGGGGglandGGGGG,GGGGG,OKAY
stairBBGBBaleckYGBBBblandBGGBB,N/A,llama
stairBBGBBaleckYGBBBblandBGGBBllamaGGGGG,GGGGG,OKAY
stairBBGBBaleckYGBBGblankBGGGG,N/A,flank
stairBBGBBaleckYGBBGblankBGGGGflankGGGGG,GGGGG,OKAY
stairBBGBBaleckYBBYBchaffGGGBB,N/A,champ
stairBBGBBaleckYBBYBchaffGGGBBchampGGGGG,GGGGG,OKAY
stairBBGBBaleckYGBYBclampGGGBB,N/A,clang
stairBBGBBaleckYGBYBclampGGGBBclangGGGGG,GGGGG,OKAY
stairBBGBBaleckYBBBBfoamyBBGBB,N/A,guava
stairBBGBBaleckYBBBBfoamyBBGBBguavaGGGGG,GGGGG,OKAY
stairBBGBBaleckYBBGGknackBBGGG,N/A,quack
stairBBGBBaleckYBBGGknackBBGGGquackGGGGG,GGGGG,OKAY
stairBBGBBaleckYBYBYknaveYBGBG,N/A,quake
stairBBGBBaleckYBYBYknaveYBGBGquakeGGGGG,GGGGG,OKAY
stairBBGBBaleckYYYBBleafyGGGBB,N/A,leave
stairBBGBBaleckYYYBBleafyGGGBBleaveGGGGG,GGGGG,OKAY
stairBBGBBaleckYYYBBleafyYGGBG,N/A,mealy
stairBBGBBaleckYYYBBleafyYGGBGmealyGGGGG,GGGGG,OKAY
stairBBGBBaleckYYYBBleafyYYGBB,N/A,whale
stairBBGBBaleckYYYBBleafyYYGBBwhaleGGGGG,GGGGG,OKAY
stairBBGBBaleckYYBBBloamyYBGYB,N/A,qualm
stairBBGBBaleckYYBBBloamyYBGYBqualmGGGGG,GGGGG,OKAY
stairYBGBBalecsYBYYYceaseGBGGG,N/A,chase
stairYBGBBalecsYBYYYceaseGBGGGchaseGGGGG,GGGGG,OKAY
stairYBGBBalecsYGBYYclashGGGGB,N/A,clasp
stairYBGBBalecsYGBYYclashGGGGBclaspGGGGG,GGGGG,OKAY
stairYBGBBalecsYGBBYflashGGGGB,N/A,flask
stairYBGBBalecsYGBBYflashGGGGBflaskGGGGG,GGGGG,OKAY
stairYBGBBalecsYBBBYgnashBBGGG,N/A,quash
stairYBGBBalecsYBBBYgnashBBGGGquashGGGGG,GGGGG,OKAY
stairYBGBBalecsYYYBYleaseGGGGB,N/A,leash
stairYBGBBalecsYYYBYleaseGGGGBleashGGGGG,GGGGG,OKAY
stairYBGBBalecsYBYBYphaseBBGYG,N/A,usage
stairYBGBBalecsYBYBYphaseBBGYGusageGGGGG,GGGGG,OKAY
stairBYGBBlocheBBBBGabateGBGGG,N/A,agate
stairBYGBBlocheBBBBGabateGBGGGagateGGGGG,GGGGG,OKAY
stairBYGBBlocheBBBBBadaptBBGBY,N/A,twang
stairBYGBBlocheBBBBBadaptBBGBYtwangGGGGG,GGGGG,OKAY
stairBYGBBlocheYBBBYdealtBYGGG,N/A,exalt
stairBYGBBlocheYBBBYdealtBYGGGexaltGGGGG,GGGGG,OKAY
stairBYGBBlocheBBBYYdeathBGGGG,N/A,heath
stairBYGBBlocheBBBYYdeathBGGGGheathGGGGG,GGGGG,OKAY
stairBYGBBlocheYBBBGelateBGGGG,N/A,plate
stairBYGBBlocheYBBBGelateBGGGGplateGGGGG,GGGGG,OKAY
stairBYGBBlocheBBYBYenactGBGGG,N/A,exact
stairBYGBBlocheBBYBYenactGBGGGexactGGGGG,GGGGG,OKAY
stairBYGBBlocheGBBBYleantGGGBG,N/A,leapt
stairBYGBBlocheGBBBYleantGGGBGleaptGGGGG,GGGGG,OKAY
stairBYGBBlocheBBBBYmeantGGGBY,N/A,meaty
stairBYGBBlocheBBBBYmeantGGGBYmeatyGGGGG,GGGGG,OKAY
stairBBYBBdynelBYBGBabbeyYBBGG,N/A,cagey
stairBBYBBdynelBYBGBabbeyYBBGGcageyGGGGG,GGGGG,OKAY
stairBBYBBdynelBYBGBabbeyYBBGY,N/A,payee
stairBBYBBdynelBYBGBabbeyYBBGYpayeeGGGGG,GGGGG,OKAY
stairBBYBBdynelYBBYBabodeGYGYG,N/A,adobe
stairBBYBBdynelYBBYBabodeGYGYGadobeGGGGG,GGGGG,OKAY
stairBBYBBdynelYBBYBabodeGBBYY,N/A,ahead
stairBBYBBdynelYBBYBabodeGBBYYaheadGGGGG,GGGGG,OKAY
stairBBYBBdynelYBBYBabodeYYBYG,N/A,badge
stairBBYBBdynelYBBYBabodeYYBYGbadgeGGGGG,GGGGG,OKAY
stairBBYBBdynelBBBYBmauveBYBGG,N/A,above
stairBBYBBdynelBBBYBmauveBYBGGaboveGGGGG,GGGGG,OKAY
stairBBYBBdynelBBBYBmauveBYBBG,N/A,awoke
